25-11-25 07:58:49.798,25-11-25 08:00:09.167,79368.838,DEFAULT,不需要回原点,"初始化运动控制系统失败:
IP地址为192.168.0.11的Zmotion轴卡初始化失败！失败原因:IP地址为192.168.0.11的Zmotion轴卡初始化失败！错误码为20008，请检查网线是否连接正常！,请检查网线是否连接正常！",未定义,Info
25-11-25 07:58:52.191,25-11-25 08:00:09.167,76976.355,DEFAULT,不需要回原点,没有检测到加密狗，请插入加密狗或查看加密狗是否损坏。,未定义,Info
25-11-25 08:39:54.103,25-11-25 08:40:01.709,7605.041,DEFAULT,不需要回原点,"初始化运动控制系统失败:
IP地址为192.168.0.11的Zmotion轴卡初始化失败！失败原因:IP地址为192.168.0.11的Zmotion轴卡初始化失败！错误码为20008，请检查网线是否连接正常！,请检查网线是否连接正常！",未定义,Info
25-11-25 08:39:56.342,25-11-25 08:40:01.709,5366.098,DEFAULT,不需要回原点,没有检测到加密狗，请插入加密狗或查看加密狗是否损坏。,未定义,Info
25-11-25 08:51:39.115,25-11-25 08:52:00.008,20893.082,DEFAULT,不需要回原点,"初始化运动控制系统失败:
IP地址为192.168.0.11的Zmotion轴卡初始化失败！失败原因:IP地址为192.168.0.11的Zmotion轴卡初始化失败！错误码为20008，请检查网线是否连接正常！,请检查网线是否连接正常！",未定义,Info
25-11-25 08:51:53.534,25-11-25 08:52:00.008,6474.841,DEFAULT,不需要回原点,没有检测到加密狗，请插入加密狗或查看加密狗是否损坏。,未定义,Info
25-11-25 08:59:54.477,25-11-25 09:00:21.257,26779.930,DEFAULT,不需要回原点,"初始化运动控制系统失败:
IP地址为192.168.0.11的Zmotion轴卡初始化失败！失败原因:IP地址为192.168.0.11的Zmotion轴卡初始化失败！错误码为20008，请检查网线是否连接正常！,请检查网线是否连接正常！",未定义,Info
25-11-25 09:00:16.983,25-11-25 09:00:21.257,4274.639,DEFAULT,不需要回原点,没有检测到加密狗，请插入加密狗或查看加密狗是否损坏。,未定义,Info
25-11-25 09:06:03.559,25-11-25 09:06:39.923,36363.852,DEFAULT,不需要回原点,"初始化运动控制系统失败:
IP地址为192.168.0.11的Zmotion轴卡初始化失败！失败原因:IP地址为192.168.0.11的Zmotion轴卡初始化失败！错误码为20008，请检查网线是否连接正常！,请检查网线是否连接正常！",未定义,Info
25-11-25 09:06:05.780,25-11-25 09:06:39.923,34143.231,DEFAULT,不需要回原点,没有检测到加密狗，请插入加密狗或查看加密狗是否损坏。,未定义,Info
